date_index,AverageWeeklyHours,ChallengerJobCuts,UnemploymentRate,7YearNoteAuction,CoreCPIMoM,FedInterestRateDecision,BloombergConsumerConfidence,MichiganInflationExpectations,ChicagoPMI,MBA30YearMortgageRate,EIAWeeklyDistillatesStocks,DomesticTruckSales,TradeBalance
2014-08-26,34.5,46.9K,6.20%,2.25%,0.10%,0.25%,36.6,3.40%,52.6,4.29%,-0.960M,7.27M,-41.54B
2014-08-27,34.5,46.9K,6.20%,2.25%,0.10%,0.25%,36.6,3.40%,52.6,4.28%,1.252M,7.27M,-41.54B
2014-08-28,34.5,46.9K,6.20%,2.05%,0.10%,0.25%,37.3,3.40%,52.6,4.28%,1.252M,7.27M,-41.54B
2014-08-29,34.5,46.9K,6.20%,2.05%,0.10%,0.25%,37.3,3.20%,64.3,4.28%,1.252M,7.27M,-41.54B
2014-09-01,34.5,46.9K,6.20%,2.05%,0.10%,0.25%,37.3,3.20%,64.3,4.28%,1.252M,7.75M,-41.54B
2014-09-02,34.5,46.9K,6.20%,2.05%,0.10%,0.25%,37.3,3.20%,64.3,4.28%,1.252M,7.75M,-41.54B
2014-09-03,34.5,46.9K,6.20%,2.05%,0.10%,0.25%,37.3,3.20%,64.3,4.25%,1.252M,7.75M,-41.54B
2014-09-04,34.5,40.0K,6.20%,2.05%,0.10%,0.25%,37.7,3.20%,64.3,4.25%,0.605M,7.75M,-40.55B
2014-09-05,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,37.7,3.20%,64.3,4.25%,0.605M,7.75M,-40.55B
2014-09-08,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,37.7,3.20%,64.3,4.25%,0.605M,7.75M,-40.55B
2014-09-09,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,37.7,3.20%,64.3,4.25%,0.605M,7.75M,-40.55B
2014-09-10,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,37.7,3.20%,64.3,4.27%,4.094M,7.75M,-40.55B
2014-09-11,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,36.5,3.20%,64.3,4.27%,4.094M,7.75M,-40.55B
2014-09-12,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,36.5,3.00%,64.3,4.27%,4.094M,7.75M,-40.55B
2014-09-15,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,36.5,3.00%,64.3,4.27%,4.094M,7.75M,-40.55B
2014-09-16,34.5,40.0K,6.10%,2.05%,0.10%,0.25%,36.5,3.00%,64.3,4.27%,4.094M,7.75M,-40.55B
2014-09-17,34.5,40.0K,6.10%,2.05%,0.00%,0.25%,36.5,3.00%,64.3,4.36%,0.279M,7.75M,-40.55B
2014-09-18,34.5,40.0K,6.10%,2.05%,0.00%,0.25%,37.2,3.00%,64.3,4.36%,0.279M,7.75M,-40.55B
2014-09-19,34.5,40.0K,6.10%,2.05%,0.00%,0.25%,37.2,3.00%,64.3,4.36%,0.279M,7.75M,-40.55B
2014-09-21,34.5,40.0K,6.10%,2.05%,0.00%,0.25%,37.2,3.00%,64.3,4.36%,0.279M,7.75M,-40.55B
2014-09-22,34.5,40.0K,6.10%,2.05%,0.00%,0.25%,37.2,3.00%,64.3,4.36%,0.279M,7.75M,-40.55B
2014-09-23,34.5,40.0K,6.10%,2.05%,0.00%,0.25%,37.2,3.00%,64.3,4.36%,0.279M,7.75M,-40.55B
2014-09-24,34.5,40.0K,6.10%,2.05%,0.00%,0.25%,37.2,3.00%,64.3,4.39%,0.823M,7.75M,-40.55B
2014-09-25,34.5,40.0K,6.10%,2.24%,0.00%,0.25%,35.5,3.00%,64.3,4.39%,0.823M,7.75M,-40.55B
2014-09-26,34.5,40.0K,6.10%,2.24%,0.00%,0.25%,35.5,3.00%,64.3,4.39%,0.823M,7.75M,-40.55B
2014-09-29,34.5,40.0K,6.10%,2.24%,0.00%,0.25%,35.5,3.00%,64.3,4.39%,0.823M,7.75M,-40.55B
2014-09-30,34.5,40.0K,6.10%,2.24%,0.00%,0.25%,35.5,3.00%,60.5,4.39%,0.823M,7.75M,-40.55B
2014-10-01,34.5,40.0K,6.10%,2.24%,0.00%,0.25%,35.5,3.00%,60.5,4.33%,-2.894M,7.54M,-40.55B
2014-10-02,34.5,30.5K,6.10%,2.24%,0.00%,0.25%,34.8,3.00%,60.5,4.33%,-2.894M,7.54M,-40.55B
2014-10-03,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,34.8,3.00%,60.5,4.33%,-2.894M,7.54M,-40.10B
2014-10-06,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,34.8,3.00%,60.5,4.33%,-2.894M,7.54M,-40.10B
2014-10-07,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,34.8,3.00%,60.5,4.33%,-2.894M,7.54M,-40.10B
2014-10-08,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,34.8,3.00%,60.5,4.30%,0.439M,7.54M,-40.10B
2014-10-09,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.8,3.00%,60.5,4.30%,0.439M,7.54M,-40.10B
2014-10-10,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.8,3.00%,60.5,4.30%,0.439M,7.54M,-40.10B
2014-10-13,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.8,3.00%,60.5,4.30%,0.439M,7.54M,-40.10B
2014-10-14,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.8,3.00%,60.5,4.30%,0.439M,7.54M,-40.10B
2014-10-15,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.8,3.00%,60.5,4.20%,0.439M,7.54M,-40.10B
2014-10-16,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.2,3.00%,60.5,4.20%,-1.518M,7.54M,-40.10B
2014-10-17,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.2,2.80%,60.5,4.20%,-1.518M,7.54M,-40.10B
2014-10-19,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.2,2.80%,60.5,4.20%,-1.518M,7.54M,-40.10B
2014-10-20,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.2,2.80%,60.5,4.20%,-1.518M,7.54M,-40.10B
2014-10-21,34.6,30.5K,5.90%,2.24%,0.00%,0.25%,36.2,2.80%,60.5,4.20%,-1.518M,7.54M,-40.10B
2014-10-22,34.6,30.5K,5.90%,2.24%,0.10%,0.25%,36.2,2.80%,60.5,4.10%,1.049M,7.54M,-40.10B
2014-10-23,34.6,30.5K,5.90%,2.24%,0.10%,0.25%,37.7,2.80%,60.5,4.10%,1.049M,7.54M,-40.10B
2014-10-24,34.6,30.5K,5.90%,2.24%,0.10%,0.25%,37.7,2.80%,60.5,4.10%,1.049M,7.54M,-40.10B
2014-10-27,34.6,30.5K,5.90%,2.24%,0.10%,0.25%,37.7,2.80%,60.5,4.10%,1.049M,7.54M,-40.10B
2014-10-28,34.6,30.5K,5.90%,2.24%,0.10%,0.25%,37.7,2.80%,60.5,4.10%,1.049M,7.54M,-40.10B
2014-10-29,34.6,30.5K,5.90%,2.24%,0.10%,0.25%,37.7,2.80%,60.5,4.13%,-5.294M,7.54M,-40.10B
2014-10-30,34.6,30.5K,5.90%,2.02%,0.10%,0.25%,37.2,2.80%,60.5,4.13%,-5.294M,7.54M,-40.10B
2014-10-31,34.6,30.5K,5.90%,2.02%,0.10%,0.25%,37.2,2.90%,66.2,4.13%,-5.294M,7.54M,-40.10B
2014-11-03,34.6,30.5K,5.90%,2.02%,0.10%,0.25%,37.2,2.90%,66.2,4.13%,-5.294M,7.41M,-40.10B
2014-11-04,34.6,30.5K,5.90%,2.02%,0.10%,0.25%,37.2,2.90%,66.2,4.13%,-5.294M,7.41M,-43.03B
2014-11-05,34.6,30.5K,5.90%,2.02%,0.10%,0.25%,37.2,2.90%,66.2,4.17%,-0.724M,7.41M,-43.03B
2014-11-06,34.6,51.2K,5.90%,2.02%,0.10%,0.25%,38.1,2.90%,66.2,4.17%,-0.724M,7.41M,-43.03B
2014-11-07,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.1,2.90%,66.2,4.17%,-0.724M,7.41M,-43.03B
2014-11-10,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.1,2.90%,66.2,4.17%,-0.724M,7.41M,-43.03B
2014-11-11,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.1,2.90%,66.2,4.17%,-0.724M,7.41M,-43.03B
2014-11-12,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.1,2.90%,66.2,4.19%,-0.724M,7.41M,-43.03B
2014-11-13,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.2,2.90%,66.2,4.19%,-2.803M,7.41M,-43.03B
2014-11-14,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.2,2.60%,66.2,4.19%,-2.803M,7.41M,-43.03B
2014-11-17,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.2,2.60%,66.2,4.19%,-2.803M,7.41M,-43.03B
2014-11-18,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.2,2.60%,66.2,4.19%,-2.803M,7.41M,-43.03B
2014-11-19,34.6,51.2K,5.80%,2.02%,0.10%,0.25%,38.2,2.60%,66.2,4.18%,-2.056M,7.41M,-43.03B
2014-11-20,34.6,51.2K,5.80%,2.02%,0.20%,0.25%,38.5,2.60%,66.2,4.18%,-2.056M,7.41M,-43.03B
2014-11-21,34.6,51.2K,5.80%,2.02%,0.20%,0.25%,38.5,2.60%,66.2,4.18%,-2.056M,7.41M,-43.03B
2014-11-24,34.6,51.2K,5.80%,2.02%,0.20%,0.25%,38.5,2.60%,66.2,4.18%,-2.056M,7.41M,-43.03B
2014-11-25,34.6,51.2K,5.80%,2.02%,0.20%,0.25%,38.5,2.60%,66.2,4.18%,-2.056M,7.41M,-43.03B
2014-11-26,34.6,51.2K,5.80%,1.96%,0.20%,0.25%,40.7,2.80%,60.8,4.15%,-1.648M,7.41M,-43.03B
2014-11-28,34.6,51.2K,5.80%,1.96%,0.20%,0.25%,40.7,2.80%,60.8,4.15%,-1.648M,7.41M,-43.03B
2014-12-01,34.6,51.2K,5.80%,1.96%,0.20%,0.25%,40.7,2.80%,60.8,4.15%,-1.648M,7.41M,-43.03B
2014-12-02,34.6,51.2K,5.80%,1.96%,0.20%,0.25%,40.7,2.80%,60.8,4.15%,-1.648M,7.88M,-43.03B
2014-12-03,34.6,51.2K,5.80%,1.96%,0.20%,0.25%,40.7,2.80%,60.8,4.08%,3.028M,7.88M,-43.03B
2014-12-04,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,39.8,2.80%,60.8,4.08%,3.028M,7.88M,-43.03B
2014-12-05,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,39.8,2.80%,60.8,4.08%,3.028M,7.88M,-43.40B
2014-12-07,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,39.8,2.80%,60.8,4.08%,3.028M,7.88M,-43.40B
2014-12-08,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,39.8,2.80%,60.8,4.08%,3.028M,7.88M,-43.40B
2014-12-09,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,39.8,2.80%,60.8,4.08%,3.028M,7.88M,-43.40B
2014-12-10,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,39.8,2.80%,60.8,4.11%,5.577M,7.88M,-43.40B
2014-12-11,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,41.3,2.80%,60.8,4.11%,5.577M,7.88M,-43.40B
2014-12-12,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,41.3,2.90%,60.8,4.11%,5.577M,7.88M,-43.40B
2014-12-15,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,41.3,2.90%,60.8,4.11%,5.577M,7.88M,-43.40B
2014-12-16,34.6,35.9K,5.80%,1.96%,0.20%,0.25%,41.3,2.90%,60.8,4.11%,5.577M,7.88M,-43.40B
2014-12-17,34.6,35.9K,5.80%,1.96%,0.10%,0.25%,41.3,2.90%,60.8,4.06%,-0.207M,7.88M,-43.40B
2014-12-18,34.6,35.9K,5.80%,1.96%,0.10%,0.25%,41.7,2.90%,60.8,4.06%,-0.207M,7.88M,-43.40B
2014-12-19,34.6,35.9K,5.80%,1.96%,0.10%,0.25%,41.7,2.90%,60.8,4.06%,-0.207M,7.88M,-43.40B
2014-12-22,34.6,35.9K,5.80%,1.96%,0.10%,0.25%,41.7,2.90%,60.8,4.06%,-0.207M,7.88M,-43.40B
2014-12-23,34.6,35.9K,5.80%,1.96%,0.10%,0.25%,41.7,2.80%,60.8,4.06%,-0.207M,7.88M,-43.40B
2014-12-24,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,60.8,4.02%,2.303M,7.88M,-43.40B
2014-12-26,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,60.8,4.02%,2.303M,7.88M,-43.40B
2014-12-29,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,60.8,4.02%,2.303M,7.88M,-43.40B
2014-12-30,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,60.8,4.02%,2.303M,7.88M,-43.40B
2014-12-31,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,58.3,4.02%,1.874M,7.88M,-43.40B
2015-01-01,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,58.3,4.02%,1.874M,7.88M,-43.40B
2015-01-02,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,58.3,4.02%,1.874M,7.88M,-43.40B
2015-01-05,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,58.3,4.02%,1.874M,7.70M,-43.40B
2015-01-06,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,58.3,4.02%,1.874M,7.70M,-43.40B
2015-01-07,34.6,35.9K,5.80%,2.13%,0.10%,0.25%,42.7,2.80%,58.3,4.01%,11.205M,7.70M,-39.00B
2015-01-08,34.6,32.6K,5.80%,2.13%,0.10%,0.25%,43.6,2.80%,58.3,4.01%,11.205M,7.70M,-39.00B
2015-01-09,34.6,32.6K,5.60%,2.13%,0.10%,0.25%,43.6,2.80%,58.3,4.01%,11.205M,7.70M,-39.00B
2015-01-12,34.6,32.6K,5.60%,2.13%,0.10%,0.25%,43.6,2.80%,58.3,4.01%,11.205M,7.70M,-39.00B
2015-01-13,34.6,32.6K,5.60%,2.13%,0.10%,0.25%,43.6,2.80%,58.3,4.01%,11.205M,7.70M,-39.00B
2015-01-14,34.6,32.6K,5.60%,2.13%,0.10%,0.25%,43.6,2.80%,58.3,3.89%,2.925M,7.70M,-39.00B
2015-01-15,34.6,32.6K,5.60%,2.13%,0.10%,0.25%,45.4,2.80%,58.3,3.89%,2.925M,7.70M,-39.00B
2015-01-16,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,45.4,2.40%,58.3,3.89%,2.925M,7.70M,-39.00B
2015-01-19,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,45.4,2.40%,58.3,3.89%,2.925M,7.70M,-39.00B
2015-01-20,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,45.4,2.40%,58.3,3.89%,2.925M,7.70M,-39.00B
2015-01-21,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,45.4,2.40%,58.3,3.80%,2.925M,7.70M,-39.00B
2015-01-22,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,44.7,2.40%,58.3,3.80%,-3.272M,7.70M,-39.00B
2015-01-23,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,44.7,2.40%,58.3,3.80%,-3.272M,7.70M,-39.00B
2015-01-26,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,44.7,2.40%,58.3,3.80%,-3.272M,7.70M,-39.00B
2015-01-27,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,44.7,2.40%,58.3,3.80%,-3.272M,7.70M,-39.00B
2015-01-28,34.6,32.6K,5.60%,2.13%,0.00%,0.25%,44.7,2.40%,58.3,3.83%,-3.892M,7.70M,-39.00B
2015-01-29,34.6,32.6K,5.60%,1.59%,0.00%,0.25%,47.3,2.40%,58.3,3.83%,-3.892M,7.70M,-39.00B
2015-01-30,34.6,32.6K,5.60%,1.59%,0.00%,0.25%,47.3,2.50%,59.4,3.83%,-3.892M,7.70M,-39.00B
2015-02-02,34.6,32.6K,5.60%,1.59%,0.00%,0.25%,47.3,2.50%,59.4,3.83%,-3.892M,7.70M,-39.00B
2015-02-03,34.6,32.6K,5.60%,1.59%,0.00%,0.25%,47.3,2.50%,59.4,3.83%,-3.892M,8.07M,-39.00B
2015-02-04,34.6,32.6K,5.60%,1.59%,0.00%,0.25%,47.3,2.50%,59.4,3.79%,1.788M,8.07M,-39.00B
2015-02-05,34.6,53.0K,5.60%,1.59%,0.00%,0.25%,45.5,2.50%,59.4,3.79%,1.788M,8.07M,-46.56B
2015-02-06,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,45.5,2.50%,59.4,3.79%,1.788M,8.07M,-46.56B
2015-02-09,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,45.5,2.50%,59.4,3.79%,1.788M,8.07M,-46.56B
2015-02-10,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,45.5,2.50%,59.4,3.79%,1.788M,8.07M,-46.56B
2015-02-11,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,45.5,2.50%,59.4,3.84%,-3.252M,8.07M,-46.56B
2015-02-12,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.3,2.50%,59.4,3.84%,-3.252M,8.07M,-46.56B
2015-02-13,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.3,2.80%,59.4,3.84%,-3.252M,8.07M,-46.56B
2015-02-16,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.3,2.80%,59.4,3.84%,-3.252M,8.07M,-46.56B
2015-02-17,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.3,2.80%,59.4,3.84%,-3.252M,8.07M,-46.56B
2015-02-18,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.3,2.80%,59.4,3.93%,-3.252M,8.07M,-46.56B
2015-02-19,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.6,2.80%,59.4,3.93%,-3.814M,8.07M,-46.56B
2015-02-20,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.6,2.80%,59.4,3.93%,-3.814M,8.07M,-46.56B
2015-02-23,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.6,2.80%,59.4,3.93%,-3.814M,8.07M,-46.56B
2015-02-24,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.6,2.80%,59.4,3.93%,-3.814M,8.07M,-46.56B
2015-02-25,34.6,53.0K,5.70%,1.59%,0.00%,0.25%,44.6,2.80%,59.4,3.99%,-2.711M,8.07M,-46.56B
2015-02-26,34.6,53.0K,5.70%,1.83%,0.20%,0.25%,42.7,2.80%,59.4,3.99%,-2.711M,8.07M,-46.56B
2015-02-27,34.6,53.0K,5.70%,1.83%,0.20%,0.25%,42.7,2.80%,45.8,3.99%,-2.711M,8.07M,-46.56B
2015-03-02,34.6,53.0K,5.70%,1.83%,0.20%,0.25%,42.7,2.80%,45.8,3.99%,-2.711M,8.07M,-46.56B
2015-03-03,34.6,53.0K,5.70%,1.83%,0.20%,0.25%,42.7,2.80%,45.8,3.99%,-2.711M,7.92M,-46.56B
2015-03-04,34.6,53.0K,5.70%,1.83%,0.20%,0.25%,42.7,2.80%,45.8,3.96%,-1.722M,7.92M,-46.56B
2015-03-05,34.6,50.6K,5.70%,1.83%,0.20%,0.25%,43.5,2.80%,45.8,3.96%,-1.722M,7.92M,-46.56B
2015-03-06,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.5,2.80%,45.8,3.96%,-1.722M,7.92M,-41.80B
2015-03-09,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.5,2.80%,45.8,3.96%,-1.722M,7.92M,-41.80B
2015-03-10,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.5,2.80%,45.8,3.96%,-1.722M,7.92M,-41.80B
2015-03-11,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.5,2.80%,45.8,4.01%,2.527M,7.92M,-41.80B
2015-03-12,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.3,2.80%,45.8,4.01%,2.527M,7.92M,-41.80B
2015-03-13,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.3,3.00%,45.8,4.01%,2.527M,7.92M,-41.80B
2015-03-16,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.3,3.00%,45.8,4.01%,2.527M,7.92M,-41.80B
2015-03-17,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.3,3.00%,45.8,4.01%,2.527M,7.92M,-41.80B
2015-03-18,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,43.3,3.00%,45.8,3.99%,0.380M,7.92M,-41.80B
2015-03-19,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,44.2,3.00%,45.8,3.99%,0.380M,7.92M,-41.80B
2015-03-20,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,44.2,3.00%,45.8,3.99%,0.380M,7.92M,-41.80B
2015-03-23,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,44.2,3.00%,45.8,3.99%,0.380M,7.92M,-41.80B
2015-03-24,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,44.2,3.00%,45.8,3.99%,0.380M,7.92M,-41.80B
2015-03-25,34.6,50.6K,5.50%,1.83%,0.20%,0.25%,44.2,3.00%,45.8,3.90%,-0.034M,7.92M,-41.80B
2015-03-26,34.6,50.6K,5.50%,1.79%,0.20%,0.25%,45.5,3.00%,45.8,3.90%,-0.034M,7.92M,-41.80B
2015-03-27,34.6,50.6K,5.50%,1.79%,0.20%,0.25%,45.5,3.00%,45.8,3.90%,-0.034M,7.92M,-41.80B
2015-03-30,34.6,50.6K,5.50%,1.79%,0.20%,0.25%,45.5,3.00%,45.8,3.90%,-0.034M,7.92M,-41.80B
2015-03-31,34.6,50.6K,5.50%,1.79%,0.20%,0.25%,45.5,3.00%,46.3,3.90%,-0.034M,7.92M,-41.80B
2015-04-01,34.6,50.6K,5.50%,1.79%,0.20%,0.25%,45.5,3.00%,46.3,3.89%,1.325M,8.24M,-41.80B
2015-04-02,34.6,36.6K,5.50%,1.79%,0.20%,0.25%,46.2,3.00%,46.3,3.89%,1.325M,8.24M,-35.44B
2015-04-03,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.2,3.00%,46.3,3.89%,1.325M,8.24M,-35.44B
2015-04-06,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.2,3.00%,46.3,3.89%,1.325M,8.24M,-35.44B
2015-04-07,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.2,3.00%,46.3,3.89%,1.325M,8.24M,-35.44B
2015-04-08,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.2,3.00%,46.3,3.86%,-0.250M,8.24M,-35.44B
2015-04-09,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,47.9,3.00%,46.3,3.86%,-0.250M,8.24M,-35.44B
2015-04-10,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,47.9,3.00%,46.3,3.86%,-0.250M,8.24M,-35.44B
2015-04-13,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,47.9,3.00%,46.3,3.86%,-0.250M,8.24M,-35.44B
2015-04-14,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,47.9,3.00%,46.3,3.86%,-0.250M,8.24M,-35.44B
2015-04-15,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,47.9,3.00%,46.3,3.87%,2.017M,8.24M,-35.44B
2015-04-16,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.6,3.00%,46.3,3.87%,2.017M,8.24M,-35.44B
2015-04-17,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.6,2.50%,46.3,3.87%,2.017M,8.24M,-35.44B
2015-04-20,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.6,2.50%,46.3,3.87%,2.017M,8.24M,-35.44B
2015-04-21,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.6,2.50%,46.3,3.87%,2.017M,8.24M,-35.44B
2015-04-22,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,46.6,2.50%,46.3,3.83%,0.395M,8.24M,-35.44B
2015-04-23,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,45.4,2.50%,46.3,3.83%,0.395M,8.24M,-35.44B
2015-04-24,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,45.4,2.50%,46.3,3.83%,0.395M,8.24M,-35.44B
2015-04-27,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,45.4,2.50%,46.3,3.83%,0.395M,8.24M,-35.44B
2015-04-28,34.5,36.6K,5.50%,1.79%,0.20%,0.25%,45.4,2.50%,46.3,3.83%,0.395M,8.24M,-35.44B
2015-04-29,34.5,36.6K,5.50%,1.82%,0.20%,0.25%,45.4,2.50%,46.3,3.85%,-0.066M,8.24M,-35.44B
2015-04-30,34.5,36.6K,5.50%,1.82%,0.20%,0.25%,44.7,2.50%,52.3,3.85%,-0.066M,8.24M,-35.44B
2015-05-01,34.5,36.6K,5.50%,1.82%,0.20%,0.25%,44.7,2.60%,52.3,3.85%,-0.066M,7.86M,-35.44B
2015-05-04,34.5,36.6K,5.50%,1.82%,0.20%,0.25%,44.7,2.60%,52.3,3.85%,-0.066M,7.86M,-35.44B
2015-05-05,34.5,36.6K,5.50%,1.82%,0.20%,0.25%,44.7,2.60%,52.3,3.85%,-0.066M,7.86M,-51.37B
2015-05-06,34.5,36.6K,5.50%,1.82%,0.20%,0.25%,44.7,2.60%,52.3,3.93%,1.503M,7.86M,-51.37B
2015-05-07,34.5,61.6K,5.50%,1.82%,0.20%,0.25%,43.7,2.60%,52.3,3.93%,1.503M,7.86M,-51.37B
2015-05-08,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.7,2.60%,52.3,3.93%,1.503M,7.86M,-51.37B
2015-05-11,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.7,2.60%,52.3,3.93%,1.503M,7.86M,-51.37B
2015-05-12,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.7,2.60%,52.3,3.93%,1.503M,7.86M,-51.37B
2015-05-13,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.7,2.60%,52.3,4.00%,-2.503M,7.86M,-51.37B
2015-05-14,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.5,2.60%,52.3,4.00%,-2.503M,7.86M,-51.37B
2015-05-15,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.5,2.90%,52.3,4.00%,-2.503M,7.86M,-51.37B
2015-05-18,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.5,2.90%,52.3,4.00%,-2.503M,7.86M,-51.37B
2015-05-19,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.5,2.90%,52.3,4.00%,-2.503M,7.86M,-51.37B
2015-05-20,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,43.5,2.90%,52.3,4.04%,-0.546M,7.86M,-51.37B
2015-05-21,34.5,61.6K,5.40%,1.82%,0.20%,0.25%,42.4,2.90%,52.3,4.04%,-0.546M,7.86M,-51.37B
2015-05-22,34.5,61.6K,5.40%,1.82%,0.30%,0.25%,42.4,2.90%,52.3,4.04%,-0.546M,7.86M,-51.37B
2015-05-25,34.5,61.6K,5.40%,1.82%,0.30%,0.25%,42.4,2.90%,52.3,4.04%,-0.546M,7.86M,-51.37B
